,,Defended,Left alone,Beaten,Edged,Caught,Runout,Stumped,Bowled,LBW,Boundary_bat,Runs_bat,Boundary_extras,R_extras,Catch_drop,Stumping_missed,Runout_missed,Bouncer,Yorker,Overthrow,great_save,poor_fielding,
2629,"Imran Tahir to Raina, OUT, taken! Not a great shot from Raine with Kohli going strong from the other end. Googly outside off, Raina looks to drive over the man at long-off but doesn't get all of it. Lands down Miller's throat at long-off. A single would have been a good result but he wanted more. One crucial moment lost by Raina and India",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,"Imran Tahir to Kohli, 1 run, darted in on leg, worked off his legs to fine leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2631,"Imran Tahir to Rahane, 1 run, short outside off, Rahane gets a good single as he plays fine late cut for one",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2632,"Imran Tahir to Kohli, 2 runs, a better throw would have had him! Another big moment in this match. Flat on middle, Kohli works this towards midwicket and comes back for the second. The fielder fumbles and returns a slow throw and Kohli is fit enough to get back for two easily",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2633,"Rabada to Rahane, 1 wide, given wide, iffy call. Rahane shuffles across and tries to help that to fine leg and the ball goes close to leg stump.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2634,"Rabada to Rahane, no run, beats Rahane's outside edge as he looks to steer to third man. Fullish length outside off and Rahane wants to give Kohli the strike but can't connect",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,"Rabada to Rahane, no run, just short of Miller and he fields that too. Good fielding. Good length on middle and Rahane pulls that on the bouce to midwicket. Good stuff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2636,"Rabada to Rahane, 2 runs, they steal the second. excellent running from Kohli. Rahane comes down the track and slogs the length delivery to long-on, Steyn is slow on that and Kohli scampers back, fit man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2637,"Rabada to Rahane, 1 run, follows Rahane who back away looking to exploit the 4-5 field. Heaved away to deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2638,"Rabada to Kohli, 1 wide, slipped out maybe. And that goes down the leg and high over Kohli's head. Just the one wide",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2639,"Rabada to Kohli, 1 bye, 143.7 kph, full again and following Kohli who also backs away. The ball goes through as he tries to swipe into the leg side. QdK fumbles while collecting, they get another run",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2640,"Rabada to Rahane, no run, lots happening here. Rahane shuffles across now and the ball is on a good length on middle, Rahane is struck high on the thigh pad. No run as QdK is quick on it",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,"Morkel to Kohli, OUT, Morkel wins this moment. What a wicket this is. Is this the defining moment? Short on leg and Kohli can only heave the ball in the air to Miller at deep midwicket who takes a comfortable catch. This line, length and field placement has worked wonders so far. Stalled Kohli throughout the second part of his innings. Take a bow, Russell Domingo and AB de Villiers",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,"Morkel to Rahane, OUT, repeat delivery. Repeat shot. Repeat dismissal. Miller takes this low to the ground, that being the only difference. Banged in short again, Rahane advances and slogs this in the air to deep midwicket. Are these percentage shots? With this consistent length, the batsmen have been found out playing poor shots.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,"Morkel to Harbhajan Singh, 1 wide, on a hat-trick, and he will continue to be. Strays down leg and called wide",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2644,"Morkel to Harbhajan Singh, no run, fullish length, worked out to midwicket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,"Morkel to Harbhajan Singh, 1 run, shorter length again, Harbhajan plays a punchy pull to deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2646,"Morkel to Patel, 1 run, back of a length once again on off, inside-edged down to fine leg for a single",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2647,"Morkel to Harbhajan Singh, 1 run, shortish length again, all Harbhajan can do is pull to deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2648,"Imran Tahir to Harbhajan Singh, 1 run",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2649,"Imran Tahir to Patel, 1 run, flat again on off, Axar skews the ball towards midwicket and they look for two but Bhajji sends him back",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2650,"Imran Tahir to Harbhajan Singh, no run, yorker, and a quick one too. bhajji squeezes this to cover. No run",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2651,"Imran Tahir to Harbhajan Singh, no run, nicely slowed up. Tossed up wider outside off, Harbhajan looks to clobber that down the ground but the heave is beaten",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,"Imran Tahir to Harbhajan Singh, FOUR, he'll get four now. Low full toss on leg, Harbhajan just helps the ball along its way to the boundary past fine leg",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2653,"Imran Tahir to Harbhajan Singh, no run, what was happened there? Stumped, bowled, caught? Googly on leg and Harbhajan is beaten as he tries to heave. QdK takes the bails out but Bhajji's feet are still inside the crease. Harbhajan thinks he is bowled and walks out of the crease but given not out on tv replays",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,"Steyn to Patel, no run, good length on off, chopped back to the bowler",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,"Steyn to Patel, 1 run, driven to deep cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2656,"Steyn to Harbhajan Singh, 1 run, full on off, Bhajji looks for the big heave and a thick inside edge back on his body. They take the single, Steyn tries to run him out in his follow through but doesn't succeed",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2657,"Steyn to Patel, 2 runs, that length again. Good length on leg, heaved away to deep midwicket where Amla fumbles allowing the extra run",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2658,"Steyn to Patel, 1 run, yorker outside off, good variation. Axar digs this one out to cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2659,"Steyn to Harbhajan Singh, 2 runs, full and wide outside off, carved out to deep cover on the bounce",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2660,"Rabada to Patel, 1 run, 141.1 kph, guess what? It is another back of a length delivery on leg which is followed by a massive heave to deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2661,"Rabada to Harbhajan Singh, 1 run, 144.6 kph, good length on middle, flat-batted to midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2662,"Rabada to Patel, 1 run, back of a length on leg, Axar is struck on the body and rolls nowhere.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2663,"Rabada to Harbhajan Singh, 2 runs, varying this well, full on middle, inside-edged to backward square leg for a quick brace",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2664,"Rabada to Harbhajan Singh, 1 run, speared into the blockhole on middle, squeezed to long-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2665,"Rabada to Patel, no run, yorker on middle, Axar drives to the bowler who fires back an inaccurate throw to QdK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2666,"Steyn to Harbhajan Singh, 2 runs, Morkel makes a mess of another catch. Never looked like getting under that. Full outside off which is lobbed up in the air towards short third man. Morkel backtracks and advances and eventually the ball drops",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2667,"Steyn to Harbhajan Singh, 1 run, good length, pulled to fine leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2668,"Steyn to Patel, 1 run, what fielding. Deserved a wicket for that piece of fielding. Short on off, flat-batted to Miller at mid-off who dives to his right and makes an amazing stop. He then gets up and fires a throw to the non-striker's end and a direct hit would have had him.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2669,"Steyn to Harbhajan Singh, 2 runs, low full toss, heaved away to deep square leg for two",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2670,"Steyn to Harbhajan Singh, 1 run, full on off, driven to mid-off. Harbhajan ambles to the other end and AB throws at the non-strikers end but misses.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2671,"Steyn to Patel, SIX, final one goes out of the ground. What a shot that is too. Good length on middle and Axar plays this straight over Steyn's head with a straight elbow. SA complete an amazing turnaround win to go 2-1 up in the series.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2672,"Willey to Azhar Ali, FOUR, a hint of swing, but straight into the middle of a sweetly timed leg clip. A racing start!",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2673,"Willey to Azhar Ali, no run, full length, attacking the blockhole, and duly blocked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2674,"Willey to Azhar Ali, no run, worked with the swing, out to Ali at square leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,"Willey to Azhar Ali, no run, definite signs of swing, more of an off-stump line now and deflected with a bit of unease to square leg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2676,"Willey to Azhar Ali, FOUR, forward and driven through the covers. It don't need a thing if you ain't got the right length for your swing ...",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2677,"Willey to Azhar Ali, no run, better line and length, a solid block to finish a leaky over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,"Topley to Bilal Asif, 1 wide, swing, but wide and heading wider",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2679,"Topley to Bilal Asif, 1 run, swing, and a much tighter line, much better, a genuine edge and Joe Root at slip can't quite get his fingers under a half-volley of a chance!",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2680,"Topley to Azhar Ali, 1 wide, down the leg side. That one did not swing ...",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2681,"Topley to Azhar Ali, no run, bending back into the right-hander, defended with a squeeze of bat and pad, and half an appeal, but a clear inside-edge, outside the line. Good ball",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,"Topley to Azhar Ali, 1 wide, hmmm ... down the leg-side again. It's like watching Harmison at Old Trafford 2007 ...",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2683,"Topley to Azhar Ali, no run, much better, banged onto a good length, left alone on line, tight to off stump",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,"Topley to Azhar Ali, no run, outside off again, wider line, and through to the keeper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2685,"Topley to Azhar Ali, OUT, bending back in, very full, very straight, and that is plumb! Remarkable scenes. Three wides, an edge, an inside-edge, and now a wicket! Azhar Ali lbw b Topley 8 (10m 10b 2x4 0x6) SR: 80.00",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,"Topley to Mohammad Hafeez, no run, outside off, joins the dots nicely. Well, it is all happening",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,"Willey to Bilal Asif, no run, outside off, holding its line across the right-hander. Through to the keeper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,"Willey to Bilal Asif, no run, good line again, lifting a touch off the deck. Through to the keeper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,"Willey to Bilal Asif, no run, variable bounce ... England won't mind that, as another off-stump delivery scuttles through to the keeper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,"Willey to Bilal Asif, 1 run, width, and glided down to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2691,"Willey to Mohammad Hafeez, no run, much better line in this over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,"Willey to Mohammad Hafeez, 2 runs, up on the toes, on the back foot, punched calmly into the gap in the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2693,"Topley to Bilal Asif, no run, outside off, Buttler gathers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,"Topley to Bilal Asif, OUT, massive appeal as Topley straightens another one into the pads! And England will review. Looks mighty straight, but it was a big stride, might be a height issue? Nope, he's a goner!",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,Bilal Asif lbw b Topley 2 (19m 7b 0x4 0x6) SR: 28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,"Topley to Younis Khan, no run, another appeal, another inducker to the right-hander ... dicey times",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,"Topley to Younis Khan, no run, this one holds its line, width and a swish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,"Topley to Younis Khan, FOUR, very wide, would have been called as such if Younis had left it alone, but instead he toe-ends a wipe for four through long-off. The most village passage of play of the tour ... completed by Eoin Morgan running through treacle and tumbling in a heap into the boundary rope ...",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2699,"Topley to Younis Khan, no run, better ball, fuller length, Younis can't time his drive.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,"Willey to Mohammad Hafeez, no run, fuller length, defended. Weirdness going on with the sightscreens. Delays all over the shop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,"Willey to Mohammad Hafeez, FOUR, on the pads, whipped fine. Can't bowl there, lad. As his Headingley fans will be telling him next term.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2702,"Willey to Mohammad Hafeez, no run, driven into the covers and that's a stunning diving stop by Taylor, who relays to his colleague at point in a single movement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,"Willey to Mohammad Hafeez, no run, full, targeting the base of the stumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,"Willey to Mohammad Hafeez, no run, slower ball, Hafeez loiters in his crease and clips to square leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,"Willey to Mohammad Hafeez, no run, tight line, defended",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,"Topley to Younis Khan, no run, slower ball, on off stump, inside-edged defence, the movement is subtle but significant",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,"Topley to Younis Khan, no run, punched on the back foot to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,"Topley to Younis Khan, FOUR, lovely strike, full face, flowing bat. Through long-off",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2709,"Topley to Younis Khan, no run, a touch wider, can't time a back-foot drive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,"Topley to Younis Khan, no run, width, and driven back to the bowler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,"Topley to Younis Khan, no run, full length, pushed into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,"Willey to Mohammad Hafeez, FOUR, beautiful strike, stands tall on the back foot, and it is as if the act of standing tall is sufficient to impart all of the pace and timing required for a perfect straight boundary",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2713,"Willey to Mohammad Hafeez, no run, a touch wider, defended",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,"Willey to Mohammad Hafeez, no run, on leg stump, short midwicket tidies up",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,"Willey to Mohammad Hafeez, no run, on the pads, pushed to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,"Willey to Mohammad Hafeez, no run, shuffles into line to defend on the back foot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,"Willey to Mohammad Hafeez, no run, another over dotted up",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,"Topley to Younis Khan, 1 run, crunched into the covers, Hales fields, with a crunch. That stung",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2719,"Topley to Mohammad Hafeez, no run, onto the front foot, driven again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,"Topley to Mohammad Hafeez, 1 run, width, cut into the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2721,"Topley to Younis Khan, 1 leg bye, on the pads, tucked to short fine leg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2722,"Topley to Mohammad Hafeez, 1 run, Hafeez returns the strike",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2723,"Topley to Younis Khan, no run, outside off, another decent over notched up",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,"Woakes to Mohammad Hafeez, FOUR, sumptuous timing, good stride, flowing blade. Straight as straight can be for the new bowler",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2725,"Woakes to Mohammad Hafeez, no run, defended into the off-side",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,"Woakes to Mohammad Hafeez, no run, yorker! And a massive appeal! That would have been tight if there's no bat involved ...They are reviewing. But, there's more bat involved than in a darkened cave. On we go",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2727,"Woakes to Mohammad Hafeez, 2 runs, another attempted yorker but too full this time, Hafeez whisks through square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2728,"Woakes to Mohammad Hafeez, no run, short but straight, crunched to cover point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729,"Woakes to Mohammad Hafeez, no run, defended",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,"Topley to Younis Khan, no run, onto the back foot, defended to cover",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,"Topley to Younis Khan, no run, sharp call of no, and just as well, pushed into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,"Topley to Younis Khan, no run, solid forward defence, good full length, but climbing into the bat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,"Topley to Younis Khan, no run, defended",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,"Topley to Younis Khan, OUT, pulled, straight to mid-on, and Younis Khan's ODI career is over! Adil Rashid completes a low catch with a tumble and England have an opening",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,Younis Khan c Rashid b Topley 9 (28m 18b 2x4 0x6) SR: 50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,"Topley to Shoaib Malik, no run, good length, defended. Interesting times...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,"Woakes to Mohammad Hafeez, no run, outside off, clunked to point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,"Woakes to Mohammad Hafeez, no run, blocked on the back foot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,"Woakes to Mohammad Hafeez, no run, poked away again, no swing but a tidy line",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,"Woakes to Mohammad Hafeez, FOUR, too short, and Hafeez latches onto that with a tremendous pull, fizzes off the bat and through the gap. He is in some form",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2741,"Woakes to Mohammad Hafeez, no run, forward and poked to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,"Woakes to Mohammad Hafeez, no run, forward and defended. Pakistan faced with a spot of regrouping action ...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,"Topley to Shoaib Malik, no run, forward and defended",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,"Topley to Shoaib Malik, 1 run, a clipped single to the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2745,"Topley to Mohammad Hafeez, no run, yes, no, maybe ... Hafeez's call nearly leads to another run-out! He is in some form, but he is still a liability...",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,"Topley to Mohammad Hafeez, no run, less drama this time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,"Topley to Mohammad Hafeez, 1 run, slower ball, on the pads, clipped to fine leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2748,"Topley to Shoaib Malik, no run, outside off, climbing through to the keeper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,"Woakes to Mohammad Hafeez, no run, forward and defended to cover",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
